"stop_id","stop_code","stop_name","stop_desc","stop_lat","stop_lon","location_type","parent_station"
900000340762,"","Gollmitz (UM), Am Parkweg",,"53.297772000000","13.719594000000",1,
240000050813,"POST13","Potsdamer Straße 13",,"52.405619000000","12.571946000000",0,900000275508
160000000572,"KUMK2","Kümmritz, Krossener Str.",,"51.893755000000","13.608719000000",0,900000261408
160000013871,"UCKH1","Uckro, Hauptstr.",,"51.852330000000","13.613119000000",0,900000261962
160000013872,"UCKH2","Uckro, Hauptstr.",,"51.852330000000","13.613119000000",0,900000261962
160000014021,"KWSF1","KW, Schenkendorfer Flur",,"52.285305000000","13.610576000000",0,900000260540
160000014031,"WISM1","Wildau, Schmiedestr.",,"52.326738000000","13.635449000000",0,900000261124
160000014032,"WISM2","Wildau, Schmiedestr.",,"52.326738000000","13.635449000000",0,900000261124
160000014041,"FRHT1","Friedersdorf, Hort",,"52.294068000000","13.789670000000",0,900000260562
900000261962,"","Uckro, Hauptstr.",,"51.852330000000","13.613119000000",1,
900000260536,"","Schönefeld (bei Berlin), BBI-Info Tower",,"52.367817000000","13.517229000000",1,
900000340758,"","Prenzlau, Kreuzstr.",,"53.313819000000","13.855233000000",1,
900000350137,"","Biesenthal, Bahnhof",,"52.755706000000","13.674484000000",1,
100000331204,"SWER4","Werder, Bahnhof (Ausstieg)",,"52.392678000000","12.926129000000",0,900000220009
900000037208,"BVG","Berlin, Blasewitzer Ring",,"52.522586000000","13.174926000000",1,
900000027263,"BVG","Berlin, Ashdodstr.",,"52.560049000000","13.220608000000",1,
900000082204,"BVG","Berlin, Hörsingsteig",,"52.423964000000","13.460749000000",1,
900000275869,"","Brandenburg, Frankenstr.",,"52.413925000000","12.510753000000",1,
160000013881,"GOYR1","Goyatz, Redeneck",,"52.009631000000","14.188907000000",0,900000261209
160000013882,"GOYR2","Goyatz, Redeneck",,"52.009631000000","14.188907000000",0,900000261209
260000006701,"PWS2","Perleberg, Waldsiedlung",,"53.059987000000","11.857057000000",0,900000215684
